ACCIDENT_NO,Accident_Date_Time,NO_PERSONS_KILLED,Light_Condition_Desc,Light_Condition_Category
T20180021690,2018-11-19 17:38:00,0,Day,Day
T20180021691,2018-11-19 15:16:00,0,Day,Day
T20180021694,2018-11-19 16:38:00,0,Day,Day
T20180021695,2018-11-17 03:00:00,0,Dark Street lights on,Dark Street lights on
T20180021696,2018-11-19 15:30:00,0,Day,Day
T20180021699,2018-11-19 17:24:00,0,Day,Day
T20180021700,2018-11-19 20:02:00,0,Dark Street lights on,Dark Street lights on
T20180021704,2018-11-18 18:33:00,0,Day,Day
T20180021705,2018-11-20 00:19:00,0,Dark No street lights,Dark Street no lights
T20180021708,2018-11-19 23:05:00,0,Dark Street lights on,Dark Street lights on
T20180021713,2018-11-20 02:51:00,0,Dark No street lights,Dark Street no lights
T20180021717,2018-04-11 15:00:00,0,Day,Day
T20180021719,2018-11-20 07:00:00,0,Day,Day
T20180021721,2018-11-20 08:00:00,0,Day,Day
T20180021722,2018-11-19 12:05:00,0,Day,Day
T20180021723,2018-11-20 05:45:00,0,Dusk/Dawn,Others
T20180021724,2018-11-19 10:50:00,0,Day,Day
T20180021726,2018-11-19 16:20:00,0,Day,Day
T20180021727,2018-11-20 09:00:00,0,Day,Day
T20180021728,2018-11-20 10:00:00,0,Day,Day
T20180021730,2018-11-20 09:30:00,0,Day,Day
T20180021731,2018-11-20 11:25:00,0,Day,Day
T20180021733,2018-11-20 10:55:00,0,Day,Day
T20180021734,2018-11-20 11:01:00,0,Day,Day
T20180021735,2018-11-20 11:50:00,0,Day,Day
T20180021737,2018-11-20 13:10:00,0,Day,Day
T20180021738,2018-11-19 16:39:00,0,Day,Day
T20180021742,2018-11-20 13:38:00,0,Day,Day
T20180021745,2018-11-20 07:25:00,0,Day,Day
T20180021747,2018-11-17 07:00:00,0,Unknown,Others
T20180021750,2018-11-17 20:30:00,0,Dusk/Dawn,Others
T20180021754,2018-11-18 20:53:00,0,Dark Street lights on,Dark Street lights on
T20180021756,2018-11-20 11:55:00,0,Day,Day
T20180021757,2018-11-20 06:45:00,0,Day,Day
T20180021761,2018-11-20 16:05:00,0,Day,Day
T20180021762,2018-11-20 16:16:00,0,Day,Day
T20180021764,2018-11-20 17:00:00,0,Day,Day
T20180021767,2018-11-20 11:30:00,0,Day,Day
T20180021768,2018-11-20 17:30:00,0,Day,Day
T20180021769,2018-11-20 16:45:00,0,Day,Day
T20180021770,2018-11-20 19:30:00,0,Dusk/Dawn,Others
T20180021773,2018-11-20 14:16:00,1,Day,Day
T20180021774,2018-11-20 16:15:00,0,Day,Day
T20180021775,2018-11-18 12:30:00,0,Day,Day
T20180021777,2018-11-16 18:15:00,0,Day,Day
T20180021779,2018-11-20 20:00:00,0,Dark Street lights on,Dark Street lights on
T20180021780,2018-11-20 21:25:00,0,Dark Street lights on,Dark Street lights on
T20180021783,2018-11-20 23:00:00,0,Dark Street lights on,Dark Street lights on
T20180021784,2018-11-21 00:12:00,0,Dark Street lights on,Dark Street lights on
T20180021787,2018-11-20 17:25:00,0,Day,Day
T20180021792,2018-05-11 03:50:00,0,Dark Street lights on,Dark Street lights on
T20180021797,2018-11-21 07:30:00,0,Day,Day
T20180021800,2018-11-21 08:24:00,0,Day,Day
T20180021801,2018-11-21 08:13:00,0,Day,Day
T20180021802,2018-11-14 06:00:00,0,Dusk/Dawn,Others
T20180021803,2018-11-21 07:43:00,0,Day,Day
T20180021805,2018-11-21 08:50:00,0,Day,Day
T20180021806,2018-11-21 07:00:00,0,Day,Day
T20180021807,2018-11-21 09:15:00,0,Day,Day
T20180021809,2018-11-21 10:50:00,0,Day,Day
T20180021810,2018-11-21 09:35:00,0,Day,Day
T20180021811,2018-11-21 11:45:00,0,Day,Day
T20180021812,2018-11-21 11:30:00,0,Day,Day
T20180021815,2018-11-20 17:00:00,0,Day,Day
T20180021817,2018-11-20 08:50:00,0,Day,Day
T20180021821,2018-11-21 13:35:00,0,Day,Day
T20180021822,2018-11-21 08:55:00,0,Day,Day
T20180021823,2018-11-18 09:40:00,0,Day,Day
T20180021826,2018-11-21 07:45:00,0,Day,Day
T20180021827,2018-11-21 11:00:00,0,Day,Day
T20180021830,2018-11-21 10:00:00,0,Day,Day
T20180021832,2018-11-21 14:10:00,0,Day,Day
T20180021835,2018-11-21 15:58:00,0,Day,Day
T20180021837,2018-11-21 15:05:00,0,Day,Day
T20180021840,2018-11-21 14:30:00,0,Day,Day
T20180021841,2018-11-21 16:45:00,0,Day,Day
T20180021842,2018-11-21 13:15:00,0,Day,Day
T20180021843,2018-02-11 17:30:00,0,Day,Day
T20180021844,2018-11-21 15:42:00,0,Day,Day
T20180021846,2018-11-21 15:00:00,0,Day,Day
T20180021847,2018-11-21 16:11:00,0,Day,Day
T20180021848,2018-11-21 17:25:00,0,Day,Day
T20180021850,2018-11-21 15:15:00,0,Day,Day
T20180021853,2018-11-21 18:34:00,0,Day,Day
T20180021856,2018-11-21 15:30:00,0,Day,Day
T20180021863,2018-11-21 17:40:00,1,Dark No street lights,Dark Street no lights
T20180021864,2018-11-21 21:25:00,0,Dark Street lights on,Dark Street lights on
T20180021867,2018-11-21 17:55:00,0,Day,Day
T20180021869,2018-11-20 05:20:00,0,Dusk/Dawn,Others
T20180021870,2018-11-21 22:00:00,0,Dark Street lights on,Dark Street lights on
T20180021872,2018-11-15 13:05:00,0,Day,Day
T20180021879,2018-11-22 02:00:00,0,Dark Street lights on,Dark Street lights on
T20180021880,2018-11-17 15:15:00,0,Day,Day
T20180021883,2018-11-14 21:30:00,0,Dark Street lights on,Dark Street lights on
T20180021884,2018-11-18 18:05:00,0,Day,Day
T20180021890,2018-11-22 08:55:00,0,Day,Day
T20180021892,2018-11-22 08:20:00,0,Day,Day
T20180021893,2018-11-21 19:15:00,0,Day,Day
T20180021895,2018-11-22 10:20:00,0,Day,Day
T20180021896,2018-11-22 06:20:00,0,Dusk/Dawn,Others
T20180021898,2018-11-22 09:25:00,0,Day,Day
T20180021900,2018-11-22 08:30:00,0,Day,Day
T20180021901,2018-11-21 00:15:00,0,Dark Street lights unknown,Others
T20180021903,2018-11-22 07:35:00,0,Day,Day
T20180021904,2018-11-22 12:30:00,0,Day,Day
T20180021906,2018-09-11 23:25:00,0,Dark Street lights on,Dark Street lights on
T20180021908,2018-11-22 12:50:00,0,Day,Day
T20180021909,2018-11-14 12:55:00,0,Day,Day
T20180021910,2018-04-09 17:30:00,0,Day,Day
T20180021914,2018-11-22 13:20:00,0,Day,Day
T20180021915,2018-11-22 10:05:00,0,Day,Day
T20180021916,2018-11-22 14:10:00,0,Day,Day
T20180021917,2018-08-10 07:30:00,0,Day,Day
T20180021918,2018-11-20 13:10:00,0,Day,Day
T20180021919,2018-11-22 15:00:00,0,Day,Day
T20180021920,2018-11-22 11:25:00,0,Day,Day
T20180021921,2018-11-22 12:52:00,0,Day,Day
T20180021922,2018-11-17 06:09:00,0,Day,Day
T20180021923,2018-11-22 10:05:00,0,Day,Day
T20180021924,2018-08-15 18:30:00,0,Dark Street lights on,Dark Street lights on
T20180021925,2018-11-15 15:24:00,0,Day,Day
T20180021932,2018-11-22 09:46:00,0,Day,Day
T20180021933,2018-11-22 16:20:00,0,Day,Day
T20180021935,2018-11-22 16:35:00,0,Day,Day
T20180021937,2018-11-22 15:38:00,0,Day,Day
T20180021940,2018-11-22 14:15:00,2,Day,Day
T20180021944,2018-11-22 16:50:00,0,Day,Day
T20180021945,2018-08-16 08:45:00,0,Day,Day
T20180021946,2018-07-11 18:21:00,0,Unknown,Others
T20180021947,2018-11-22 15:50:00,0,Day,Day
T20180021950,2018-11-22 16:00:00,0,Day,Day
T20180021952,2018-11-22 17:40:00,0,Day,Day
T20180021955,2018-11-22 17:20:00,0,Day,Day
T20180021957,2018-11-22 19:32:00,0,Dusk/Dawn,Others
T20180021959,2018-11-22 22:29:00,0,Dark Street lights on,Dark Street lights on
T20180021963,2018-11-21 21:10:00,0,Dark Street lights on,Dark Street lights on
T20180021965,2018-11-23 07:00:00,0,Day,Day
T20180021970,2018-09-11 17:00:00,0,Day,Day
T20180021971,2018-11-22 16:30:00,0,Day,Day
T20180021974,2018-11-23 11:15:00,0,Day,Day
T20180021975,2018-11-23 12:00:00,0,Day,Day
T20180021976,2018-11-23 08:40:00,0,Day,Day
T20180021977,2018-10-19 10:50:00,0,Day,Day
T20180021978,2018-11-23 10:26:00,0,Day,Day
T20180021979,2018-11-23 11:45:00,0,Day,Day
T20180021982,2018-11-23 12:20:00,0,Day,Day
T20180021983,2018-11-18 11:30:00,0,Day,Day
T20180021984,2018-11-23 10:45:00,0,Day,Day
T20180021986,2018-11-21 13:50:00,0,Day,Day
T20180021987,2018-11-23 12:45:00,0,Day,Day
T20180021989,2018-11-22 22:00:00,0,Dark Street lights on,Dark Street lights on
T20180021990,2018-11-14 18:10:00,0,Day,Day
T20180021991,2018-11-23 13:30:00,0,Day,Day
T20180021996,2018-11-23 15:00:00,0,Day,Day
T20180021997,2018-11-23 07:20:00,0,Day,Day
T20180021998,2018-11-23 15:48:00,0,Day,Day
T20180021999,2018-11-23 14:45:00,0,Day,Day
T20180022000,2018-11-23 13:23:00,0,Day,Day
T20180022001,2018-11-23 13:59:00,0,Day,Day
T20180022005,2018-11-23 16:05:00,0,Day,Day
T20180022006,2018-11-23 15:20:00,0,Day,Day
T20180022008,2018-11-23 15:00:00,0,Day,Day
T20180022009,2018-11-23 16:45:00,0,Day,Day
T20180022010,2018-11-23 17:00:00,0,Day,Day
T20180022011,2018-11-23 19:24:00,0,Dusk/Dawn,Others
T20180022012,2018-11-17 16:30:00,0,Day,Day
T20180022013,2018-11-23 15:40:00,0,Day,Day
T20180022018,2018-11-23 16:00:00,0,Day,Day
T20180022019,2018-11-23 17:50:00,0,Day,Day
T20180022023,2018-11-23 21:50:00,0,Dark Street lights on,Dark Street lights on
T20180022024,2018-11-23 21:00:00,0,Dark No street lights,Dark Street no lights
T20180022025,2018-11-23 23:40:00,0,Dark Street lights on,Dark Street lights on
T20180022027,2018-11-24 00:03:00,0,Dark Street lights on,Dark Street lights on
T20180022028,2018-11-23 23:00:00,0,Dark Street lights on,Dark Street lights on
T20180022033,2018-11-23 20:00:00,0,Dark Street lights on,Dark Street lights on
T20180022034,2018-11-24 03:45:00,0,Dark Street lights off,Dark Street no lights
T20180022035,2018-11-11 14:25:00,0,Day,Day
T20180022036,2018-11-24 06:37:00,0,Dusk/Dawn,Others
T20180022039,2018-11-24 09:15:00,0,Day,Day
T20180022042,2018-11-24 11:07:00,0,Day,Day
T20180022044,2018-11-16 16:30:00,0,Day,Day
T20180022046,2018-11-24 10:20:00,0,Day,Day
T20180022047,2018-11-24 10:30:00,0,Day,Day
T20180022048,2018-11-24 12:40:00,0,Day,Day
T20180022049,2018-11-24 12:30:00,0,Day,Day
T20180022051,2018-08-13 17:15:00,0,Unknown,Others
T20180022052,2018-11-24 11:15:00,0,Day,Day
T20180022055,2018-11-24 14:10:00,0,Day,Day
T20180022056,2018-11-24 13:15:00,0,Day,Day
T20180022057,2018-11-24 13:20:00,0,Day,Day
T20180022058,2018-11-24 14:45:00,0,Day,Day
T20180022059,2018-11-23 13:15:00,0,Day,Day
T20180022061,2018-11-24 13:45:00,0,Day,Day
T20180022062,2018-11-24 13:55:00,0,Day,Day
T20180022064,2018-11-24 14:40:00,0,Day,Day
T20180022065,2018-11-23 20:45:00,0,Dark Street lights on,Dark Street lights on
T20180022066,2018-11-24 15:40:00,0,Day,Day
T20180022068,2018-11-19 15:30:00,0,Day,Day
T20180022069,2018-11-24 15:25:00,0,Day,Day
T20180022071,2018-11-24 15:00:00,0,Day,Day
T20180022073,2018-11-24 19:25:00,0,Day,Day
T20180022076,2018-11-24 17:37:00,0,Day,Day
T20180022078,2018-11-24 20:20:00,0,Dark No street lights,Dark Street no lights
T20180022082,2018-11-24 23:30:00,0,Dark Street lights on,Dark Street lights on
T20180022084,2018-11-24 22:00:00,0,Dark Street lights on,Dark Street lights on
T20180022085,2018-11-25 02:19:00,0,Dark Street lights on,Dark Street lights on
T20180022086,2018-11-25 00:34:00,0,Dark Street lights on,Dark Street lights on
T20180022087,2018-11-25 00:50:00,0,Dark Street lights on,Dark Street lights on
T20180022089,2018-11-25 02:00:00,0,Dark Street lights on,Dark Street lights on
T20180022090,2018-11-24 20:14:00,1,Day,Day
T20180022093,2018-11-25 01:05:00,0,Dark No street lights,Dark Street no lights
T20180022094,2018-11-24 14:00:00,0,Day,Day
T20180022097,2018-11-24 17:00:00,0,Day,Day
T20180022098,2018-11-25 09:27:00,0,Day,Day
T20180022099,2018-11-25 02:08:00,1,Dark Street lights unknown,Others
T20180022100,2018-08-21 10:25:00,0,Day,Day
T20180022103,2018-11-19 07:30:00,0,Day,Day
T20180022104,2018-11-25 11:35:00,0,Day,Day
T20180022106,2018-11-25 12:55:00,0,Day,Day
T20180022109,2018-11-25 12:50:00,0,Day,Day
T20180022111,2018-11-25 13:15:00,0,Day,Day
T20180022112,2018-11-23 08:45:00,0,Day,Day
T20180022115,2018-11-24 13:26:00,0,Day,Day
T20180022117,2018-11-22 18:15:00,0,Day,Day
T20180022118,2018-11-25 15:30:00,0,Day,Day
T20180022119,2018-11-25 15:00:00,0,Day,Day
T20180022121,2018-11-25 15:30:00,0,Day,Day
T20180022124,2018-11-25 17:40:00,0,Day,Day
T20180022127,2018-11-18 04:00:00,0,Dark No street lights,Dark Street no lights
T20180022129,2018-11-24 17:30:00,0,Day,Day
T20180022131,2018-11-25 18:25:00,0,Day,Day
T20180022133,2018-11-25 19:16:00,0,Day,Day
T20180022134,2018-11-25 13:39:00,0,Day,Day
T20180022137,2018-11-25 19:45:00,0,Day,Day
T20180022138,2018-11-25 20:15:00,0,Dark No street lights,Dark Street no lights
T20180022139,2018-11-25 18:05:00,0,Dark No street lights,Dark Street no lights
T20180022140,2018-11-25 19:24:00,0,Day,Day
T20180022141,2018-11-25 20:20:00,0,Day,Day
T20180022142,2018-11-25 19:00:00,0,Unknown,Others
T20180022143,2018-11-25 23:15:00,0,Dark Street lights on,Dark Street lights on
T20180022144,2018-11-25 21:45:00,0,Dark No street lights,Dark Street no lights
T20180022145,2018-11-25 22:35:00,0,Dark Street lights on,Dark Street lights on
T20180022146,2018-11-25 23:24:00,0,Dark Street lights on,Dark Street lights on
T20180022147,2018-11-26 18:51:00,0,Day,Day
T20180022148,2018-11-25 22:50:00,0,Dark Street lights on,Dark Street lights on
T20180022152,2018-11-26 05:35:00,0,Day,Day
T20180022154,2018-11-26 03:08:00,0,Dark Street lights on,Dark Street lights on
T20180022158,2018-11-26 07:57:00,0,Day,Day
T20180022159,2018-11-20 12:18:00,0,Day,Day
T20180022163,2018-11-26 09:10:00,0,Day,Day
T20180022164,2018-11-25 19:19:00,0,Day,Day
T20180022165,2018-11-26 07:56:00,0,Day,Day
T20180022166,2018-11-26 08:20:00,0,Day,Day
T20180022167,2018-04-30 08:20:00,0,Unknown,Others
T20180022169,2018-11-25 13:00:00,0,Unknown,Others
T20180022170,2018-11-26 09:00:00,0,Day,Day
T20180022172,2018-11-26 06:15:00,0,Dusk/Dawn,Others
T20180022179,2018-11-26 13:05:00,0,Day,Day
T20180022180,2018-11-26 12:45:00,0,Day,Day
T20180022181,2018-11-26 13:52:00,0,Day,Day
T20180022183,2018-11-23 20:30:00,0,Dark Street lights on,Dark Street lights on
T20180022184,2018-11-26 12:05:00,0,Day,Day
T20180022185,2018-11-26 14:08:00,0,Day,Day
T20180022186,2018-11-26 14:10:00,0,Day,Day
T20180022189,2018-08-16 14:30:00,0,Unknown,Others
T20180022191,2018-11-26 13:00:00,0,Day,Day
T20180022192,2018-11-26 11:35:00,0,Day,Day
T20180022194,2018-11-26 13:00:00,0,Day,Day
T20180022196,2018-11-23 16:00:00,0,Day,Day
T20180022199,2018-11-25 16:45:00,0,Day,Day
T20180022200,2018-11-26 15:05:00,0,Day,Day
T20180022201,2018-11-26 16:50:00,0,Day,Day
T20180022202,2018-11-25 20:05:00,0,Day,Day
T20180022203,2018-11-26 15:08:00,0,Day,Day
T20180022207,2018-11-26 18:20:00,0,Day,Day
T20180022208,2018-11-26 16:20:00,0,Day,Day
T20180022209,2018-11-26 16:55:00,0,Day,Day
T20180022210,2018-11-26 17:04:00,0,Day,Day
T20180022212,2018-11-26 16:25:00,0,Day,Day
T20180022213,2018-11-26 18:45:00,0,Day,Day
T20180022214,2018-11-26 15:30:00,0,Day,Day
T20180022221,2018-11-26 20:45:00,0,Dark Street lights on,Dark Street lights on
T20180022222,2018-11-26 21:00:00,0,Dark Street lights on,Dark Street lights on
T20180022223,2018-11-26 19:57:00,0,Day,Day
T20180022225,2018-11-26 21:19:00,0,Dark Street lights unknown,Others
T20180022226,2018-09-11 09:10:00,0,Day,Day
T20180022228,2018-11-26 22:30:00,0,Dark Street lights unknown,Others
T20180022230,2018-11-26 03:50:00,0,Dark No street lights,Dark Street no lights
T20180022231,2018-11-26 16:33:00,0,Day,Day
T20180022232,2018-11-27 05:30:00,0,Dusk/Dawn,Others
T20180022235,2018-11-27 06:30:00,0,Day,Day
T20180022236,2018-07-11 15:40:00,0,Day,Day
T20180022237,2018-11-27 06:00:00,0,Dusk/Dawn,Others
T20180022238,2018-11-26 10:15:00,0,Day,Day
T20180022241,2018-11-27 07:44:00,0,Day,Day
T20180022242,2018-11-27 09:50:00,0,Day,Day
T20180022244,2018-08-22 15:35:00,0,Day,Day
T20180022245,2018-11-27 07:03:00,0,Day,Day
T20180022246,2018-11-27 09:00:00,0,Day,Day
T20180022249,2018-11-27 06:25:00,0,Day,Day
T20180022250,2018-11-27 09:12:00,0,Day,Day
T20180022251,2018-11-20 17:15:00,0,Day,Day
T20180022252,2018-11-26 17:10:00,0,Day,Day
T20180022253,2018-11-27 12:20:00,0,Day,Day
T20180022254,2018-11-27 11:53:00,0,Day,Day
T20180022255,2018-11-20 14:30:00,0,Unknown,Others
T20180022256,2018-11-27 09:50:00,0,Day,Day
T20180022257,2018-11-27 07:23:00,0,Day,Day
T20180022259,2018-11-27 14:30:00,0,Day,Day
T20180022261,2018-11-27 11:46:00,0,Day,Day
T20180022264,2018-11-27 14:45:00,0,Day,Day
T20180022270,2018-11-27 16:00:00,0,Day,Day
T20180022271,2018-11-27 12:15:00,0,Day,Day
T20180022275,2018-11-27 02:35:00,0,Dark Street lights on,Dark Street lights on
T20180022277,2018-11-17 12:30:00,0,Day,Day
T20180022278,2018-11-27 16:30:00,0,Day,Day
T20180022281,2018-11-27 14:20:00,0,Day,Day
T20180022282,2018-11-27 21:20:00,0,Dark Street lights on,Dark Street lights on
T20180022289,2018-11-27 21:30:00,0,Dark Street lights on,Dark Street lights on
T20180022292,2018-11-28 06:20:00,0,Dusk/Dawn,Others
T20180022293,2018-02-11 05:30:00,0,Dark Street lights unknown,Others
T20180022294,2018-11-28 05:25:00,0,Dark No street lights,Dark Street no lights
T20180022295,2018-11-28 07:56:00,0,Day,Day
T20180022297,2018-11-28 08:00:00,0,Day,Day
T20180022299,2018-11-28 08:35:00,0,Day,Day
T20180022300,2018-11-27 16:30:00,0,Day,Day
T20180022302,2018-11-28 08:32:00,0,Day,Day
T20180022304,2018-10-28 10:30:00,0,Day,Day
T20180022305,2018-11-21 20:30:00,0,Dark Street lights unknown,Others
T20180022306,2018-11-15 09:00:00,0,Day,Day
T20180022307,2018-11-28 12:40:00,0,Day,Day
T20180022310,2018-11-28 10:20:00,0,Day,Day
T20180022314,2018-11-28 13:30:00,0,Day,Day
T20180022318,2018-11-28 08:50:00,0,Day,Day
T20180022321,2018-11-28 15:00:00,0,Day,Day
T20180022322,2018-11-28 10:00:00,0,Day,Day
T20180022325,2018-11-28 15:30:00,0,Day,Day
T20180022327,2018-11-28 06:45:00,0,Day,Day
T20180022329,2018-11-28 14:45:00,0,Day,Day
T20180022330,2018-11-28 14:45:00,0,Day,Day
T20180022333,2018-11-28 17:04:00,0,Day,Day
T20180022334,2018-11-28 16:10:00,0,Day,Day
T20180022335,2018-11-28 17:00:00,0,Day,Day
T20180022336,2018-11-28 17:34:00,0,Day,Day
T20180022337,2018-11-28 15:20:00,0,Day,Day
T20180022338,2018-11-28 17:34:00,0,Day,Day
T20180022339,2018-11-28 18:15:00,0,Day,Day
T20180022341,2018-11-28 18:03:00,0,Day,Day
T20180022345,2018-11-28 16:34:00,0,Day,Day
T20180022351,2018-11-28 18:27:00,1,Day,Day
T20180022355,2018-11-28 21:10:00,0,Dark No street lights,Dark Street no lights
T20180022357,2018-11-28 06:05:00,0,Dusk/Dawn,Others
T20180022359,2018-11-28 21:55:00,0,Dark No street lights,Dark Street no lights
T20180022360,2018-11-28 23:23:00,0,Dark Street lights on,Dark Street lights on
T20180022367,2018-11-14 20:53:00,0,Dark Street lights on,Dark Street lights on
T20180022369,2018-11-29 06:00:00,0,Day,Day
T20180022372,2018-11-28 13:40:00,0,Day,Day
T20180022373,2018-11-28 12:00:00,0,Day,Day
T20180022374,2018-11-27 16:00:00,0,Day,Day
T20180022376,2018-11-27 11:00:00,0,Day,Day
T20180022378,2018-11-28 11:30:00,0,Day,Day
T20180022380,2018-11-26 17:40:00,0,Day,Day
T20180022381,2018-11-29 08:15:00,0,Day,Day
T20180022382,2018-11-29 09:20:00,0,Day,Day
T20180022383,2018-11-29 07:00:00,0,Day,Day
T20180022384,2018-12-11 14:50:00,0,Day,Day
T20180022385,2018-11-28 17:30:00,0,Day,Day
T20180022386,2018-11-29 09:35:00,0,Day,Day
T20180022387,2018-11-29 10:57:00,0,Day,Day
T20180022391,2018-11-29 10:25:00,0,Day,Day
T20180022393,2018-11-29 07:45:00,0,Day,Day
T20180022395,2018-11-27 14:40:00,0,Day,Day
T20180022397,2018-11-22 07:55:00,0,Unknown,Others
T20180022399,2018-11-29 11:00:00,0,Day,Day
T20180022403,2018-11-29 08:57:00,0,Day,Day
T20180022408,2018-11-29 13:40:00,0,Day,Day
T20180022409,2018-11-29 16:00:00,0,Day,Day
T20180022410,2018-11-28 17:30:00,0,Day,Day
T20180022415,2018-11-29 16:35:00,0,Day,Day
T20180022416,2018-11-29 18:20:00,0,Day,Day
T20180022418,2018-11-29 18:42:00,0,Day,Day
T20180022419,2018-11-29 15:50:00,0,Day,Day
T20180022420,2018-11-29 18:35:00,0,Day,Day
T20180022421,2018-11-13 16:00:00,0,Day,Day
T20180022422,2018-11-29 14:55:00,0,Day,Day
T20180022428,2018-11-29 02:40:00,0,Dark No street lights,Dark Street no lights
T20180022430,2018-11-29 18:45:00,0,Day,Day
T20180022432,2018-11-29 06:15:00,0,Day,Day
T20180022440,2018-11-30 08:25:00,0,Day,Day
T20180022441,2018-11-30 09:30:00,0,Day,Day
T20180022443,2018-11-30 07:57:00,0,Day,Day
T20180022444,2018-11-30 09:30:00,0,Day,Day
T20180022445,2018-11-30 10:04:00,0,Day,Day
T20180022446,2018-11-30 07:30:00,0,Day,Day
T20180022447,2018-11-29 06:05:00,0,Day,Day
T20180022448,2018-11-30 11:15:00,0,Day,Day
T20180022451,2018-11-30 12:20:00,0,Day,Day
T20180022453,2018-11-29 18:15:00,0,Unknown,Others
T20180022457,2018-11-30 12:30:00,0,Day,Day
T20180022459,2018-11-29 19:00:00,0,Dusk/Dawn,Others
T20180022461,2018-11-27 08:00:00,0,Unknown,Others
T20180022462,2018-11-30 13:24:00,0,Day,Day
T20180022463,2018-11-30 14:26:00,0,Day,Day
T20180022464,2018-11-30 09:55:00,0,Day,Day
T20180022466,2018-11-30 13:45:00,0,Day,Day
T20180022467,2018-11-30 13:50:00,0,Day,Day
T20180022468,2018-11-30 12:37:00,0,Day,Day
T20180022472,2018-11-30 15:30:00,0,Day,Day
T20180022474,2018-11-30 14:45:00,0,Day,Day
T20180022475,2018-11-30 15:45:00,0,Day,Day
T20180022476,2018-11-30 13:50:00,0,Day,Day
T20180022477,2018-11-30 16:55:00,0,Day,Day
T20180022480,2018-11-30 15:55:00,0,Day,Day
T20180022484,2018-11-30 15:14:00,0,Day,Day
T20180022485,2018-11-30 12:30:00,0,Day,Day
T20180022486,2018-11-30 18:15:00,0,Day,Day
T20180022487,2018-11-30 14:30:00,0,Day,Day
T20180022490,2018-11-28 07:30:00,0,Day,Day
T20180022491,2018-11-30 17:57:00,0,Day,Day
T20180022493,2018-11-28 19:00:00,0,Dusk/Dawn,Others
T20180022496,2018-11-30 18:45:00,0,Dusk/Dawn,Others
T20180022498,2018-11-30 18:30:00,0,Day,Day
T20180022503,2018-11-30 19:10:00,0,Day,Day
T20180022504,2018-11-30 21:33:00,0,Dark Street lights on,Dark Street lights on
T20180022505,2018-11-30 18:15:00,0,Day,Day
T20180022506,2018-11-30 21:40:00,0,Dark Street lights on,Dark Street lights on
T20180022507,2018-11-30 18:16:00,0,Day,Day
T20180022510,2018-11-30 10:45:00,0,Unknown,Others
T20180022512,2018-11-30 23:35:00,1,Dark Street lights on,Dark Street lights on
T20180022514,2018-01-12 01:40:00,0,Dark Street lights on,Dark Street lights on
T20180022515,2018-11-30 09:00:00,0,Day,Day
T20180022518,2018-01-12 06:00:00,0,Day,Day
T20180022520,2018-01-12 06:54:00,0,Day,Day
T20180022521,2018-01-12 09:20:00,0,Day,Day
T20180022523,2018-01-12 09:30:00,0,Day,Day
T20180022525,2018-11-26 22:10:00,0,Dark Street lights on,Dark Street lights on
