ACCIDENT_NO,Accident_Date_Time,NO_PERSONS_KILLED,Light_Condition_Desc,Light_Condition_Category
T20150000965,2015-01-13 15:05:00,0,Day,Day
T20150000968,2015-01-14 07:30:00,0,Day,Day
T20150000971,2015-01-14 17:45:00,0,Day,Day
T20150000974,2015-01-14 20:00:00,0,Dusk/Dawn,Others
T20150000977,2015-01-14 17:20:00,0,Day,Day
T20150000978,2015-04-01 22:45:00,0,Dark Street lights on,Dark Street lights on
T20150000979,2015-01-14 21:30:00,0,Dark Street lights on,Dark Street lights on
T20150000982,2015-01-14 23:25:00,0,Dark Street lights on,Dark Street lights on
T20150000991,2015-01-14 13:30:00,0,Day,Day
T20150000995,2015-01-15 07:45:00,0,Day,Day
T20150001002,2015-01-13 17:01:00,0,Day,Day
T20150001005,2015-06-01 10:00:00,0,Day,Day
T20150001006,2015-01-15 11:00:00,0,Day,Day
T20150001007,2015-01-14 17:50:00,0,Day,Day
T20150001008,2015-01-15 08:30:00,0,Day,Day
T20150001009,2015-01-15 08:40:00,0,Day,Day
T20150001011,2015-01-15 08:45:00,0,Day,Day
T20150001012,2015-01-15 10:03:00,0,Day,Day
T20150001014,2015-01-15 12:00:00,0,Day,Day
T20150001017,2015-01-15 12:05:00,0,Day,Day
T20150001021,2015-01-15 11:30:00,0,Day,Day
T20150001023,2015-01-14 17:50:00,0,Day,Day
T20150001024,2015-01-15 12:45:00,0,Day,Day
T20150001025,2015-01-15 11:40:00,0,Day,Day
T20150001027,2015-01-15 11:50:00,0,Day,Day
T20150001029,2015-01-15 07:40:00,1,Day,Day
T20150001031,2015-01-13 16:00:00,0,Day,Day
T20150001033,2015-01-15 07:45:00,0,Day,Day
T20150001036,2015-03-01 07:10:00,0,Day,Day
T20150001037,2015-01-15 15:00:00,0,Day,Day
T20150001038,2015-01-15 14:30:00,0,Day,Day
T20150001040,2015-01-15 14:50:00,0,Day,Day
T20150001041,2015-01-13 16:30:00,0,Day,Day
T20150001042,2015-01-14 20:50:00,0,Dark No street lights,Dark Street no lights
T20150001043,2015-01-14 21:00:00,0,Dusk/Dawn,Others
T20150001044,2015-01-15 16:15:00,0,Day,Day
T20150001045,2015-01-15 16:00:00,0,Day,Day
T20150001047,2015-12-01 18:00:00,0,Day,Day
T20150001049,2015-01-15 17:16:00,0,Day,Day
T20150001052,2015-06-01 19:00:00,0,Dusk/Dawn,Others
T20150001054,2015-01-15 14:50:00,0,Day,Day
T20150001057,2015-01-15 17:39:00,0,Day,Day
T20150001058,2015-01-15 16:50:00,0,Day,Day
T20150001064,2015-01-14 11:30:00,0,Day,Day
T20150001070,2015-01-15 22:35:00,0,Dark Street lights on,Dark Street lights on
T20150001071,2015-01-16 00:40:00,0,Unknown,Others
T20150001073,2015-01-16 00:30:00,0,Dark Street lights on,Dark Street lights on
T20150001075,2015-01-15 23:45:00,0,Dark Street lights on,Dark Street lights on
T20150001079,2015-01-15 10:55:00,0,Day,Day
T20150001080,2015-01-16 03:12:00,1,Dark Street lights on,Dark Street lights on
T20150001082,2015-01-16 07:00:00,0,Day,Day
T20150001084,2015-01-13 12:00:00,0,Day,Day
T20150001085,2015-01-16 09:00:00,0,Day,Day
T20150001087,2015-01-13 17:30:00,0,Day,Day
T20150001088,2015-01-16 09:04:00,0,Day,Day
T20150001090,2015-01-16 07:08:00,0,Day,Day
T20150001093,2015-01-16 08:20:00,0,Day,Day
T20150001094,2015-01-16 10:45:00,0,Day,Day
T20150001095,2015-01-16 10:45:00,0,Day,Day
T20150001096,2015-01-15 18:30:00,0,Day,Day
T20150001097,2015-01-16 04:43:00,0,Dark Street lights on,Dark Street lights on
T20150001098,2015-01-16 05:34:00,1,Dark Street lights on,Dark Street lights on
T20150001099,2015-01-16 11:00:00,0,Day,Day
T20150001100,2015-09-01 14:10:00,0,Day,Day
T20150001101,2015-06-01 16:50:00,0,Day,Day
T20150001102,2015-01-16 14:05:00,0,Day,Day
T20150001103,2015-01-16 06:47:00,0,Day,Day
T20150001104,2015-01-16 13:55:00,0,Day,Day
T20150001106,2015-02-01 16:30:00,0,Day,Day
T20150001107,2015-01-16 14:32:00,0,Day,Day
T20150001109,2015-01-16 13:54:00,0,Day,Day
T20150001110,2015-01-15 07:20:00,0,Day,Day
T20150001114,2015-01-16 15:34:00,0,Day,Day
T20150001115,2015-01-16 15:05:00,0,Day,Day
T20150001119,2015-01-15 16:45:00,0,Day,Day
T20150001120,2015-01-13 16:30:00,0,Day,Day
T20150001121,2015-01-13 14:30:00,0,Day,Day
T20150001122,2015-01-16 17:15:00,0,Day,Day
T20150001126,2015-01-16 14:30:00,0,Day,Day
T20150001129,2015-01-16 18:00:00,0,Day,Day
T20150001130,2015-01-16 13:20:00,0,Day,Day
T20150001132,2015-01-16 13:00:00,0,Day,Day
T20150001133,2015-01-15 22:20:00,0,Dark Street lights on,Dark Street lights on
T20150001134,2015-01-16 19:05:00,0,Dusk/Dawn,Others
T20150001135,2015-01-16 17:20:00,0,Day,Day
T20150001136,2015-01-16 07:15:00,0,Day,Day
T20150001139,2015-01-16 15:40:00,0,Day,Day
T20150001140,2015-01-28 09:30:00,0,Unknown,Others
T20150001142,2015-01-16 23:05:00,0,Dark No street lights,Dark Street no lights
T20150001145,2015-04-01 19:25:00,0,Day,Day
T20150001149,2015-01-17 02:12:00,0,Dark No street lights,Dark Street no lights
T20150001153,2015-01-17 06:10:00,0,Dusk/Dawn,Others
T20150001154,2015-01-16 13:45:00,0,Day,Day
T20150001155,2015-01-15 14:00:00,0,Day,Day
T20150001156,2015-01-14 11:30:00,0,Day,Day
T20150001158,2015-01-17 03:15:00,0,Dark Street lights on,Dark Street lights on
T20150001159,2015-12-01 19:00:00,0,Dusk/Dawn,Others
T20150001160,2015-01-17 08:50:00,0,Day,Day
T20150001161,2015-01-17 10:25:00,0,Day,Day
T20150001162,2015-01-17 10:00:00,0,Day,Day
T20150001168,2015-01-17 10:45:00,0,Day,Day
T20150001173,2015-01-17 11:40:00,0,Day,Day
T20150001175,2015-01-17 12:20:00,0,Day,Day
T20150001176,2015-01-17 13:00:00,0,Day,Day
T20150001183,2015-01-17 14:20:00,0,Day,Day
T20150001184,2015-01-17 14:10:00,0,Day,Day
T20150001186,2015-01-17 14:15:00,0,Day,Day
T20150001187,2015-01-17 13:20:00,0,Day,Day
T20150001188,2015-01-17 10:55:00,0,Day,Day
T20150001190,2015-01-17 14:37:00,0,Day,Day
T20150001191,2015-01-17 15:55:00,0,Day,Day
T20150001192,2015-01-17 09:30:00,0,Day,Day
T20150001194,2015-01-17 17:10:00,0,Day,Day
T20150001199,2015-01-17 12:30:00,0,Day,Day
T20150001200,2015-01-17 18:58:00,0,Day,Day
T20150001201,2015-01-17 17:23:00,0,Day,Day
T20150001202,2015-01-17 20:18:00,0,Dusk/Dawn,Others
T20150001205,2015-01-17 17:00:00,0,Day,Day
T20150001207,2015-01-17 14:45:00,0,Day,Day
T20150001210,2015-01-18 00:38:00,0,Dark Street lights on,Dark Street lights on
T20150001212,2015-01-18 00:50:00,0,Dark Street lights on,Dark Street lights on
T20150001213,2015-01-17 23:20:00,0,Dark Street lights on,Dark Street lights on
T20150001214,2015-01-18 04:10:00,0,Dark Street lights on,Dark Street lights on
T20150001216,2015-01-18 02:40:00,0,Dark Street lights on,Dark Street lights on
T20150001218,2015-01-18 03:31:00,0,Dark Street lights on,Dark Street lights on
T20150001219,2015-01-18 05:20:00,0,Dark Street lights on,Dark Street lights on
T20150001220,2015-01-18 06:10:00,0,Dusk/Dawn,Others
T20150001221,2015-01-17 14:20:00,0,Day,Day
T20150001222,2015-01-16 17:00:00,0,Day,Day
T20150001223,2015-01-17 14:30:00,0,Unknown,Others
T20150001224,2015-09-01 11:00:00,0,Day,Day
T20150001227,2015-01-18 08:05:00,0,Day,Day
T20150001229,2015-01-18 09:45:00,0,Day,Day
T20150001231,2015-01-18 11:20:00,0,Day,Day
T20150001233,2015-01-18 10:30:00,0,Day,Day
T20150001234,2015-01-18 08:00:00,0,Day,Day
T20150001235,2015-01-18 13:46:00,0,Day,Day
T20150001238,2015-01-18 14:40:00,0,Day,Day
T20150001239,2015-01-18 13:18:00,0,Day,Day
T20150001245,2015-01-18 14:40:00,0,Day,Day
T20150001246,2015-10-01 10:30:00,0,Day,Day
T20150001247,2015-01-18 15:55:00,0,Day,Day
T20150001248,2015-01-18 11:30:00,0,Day,Day
T20150001251,2015-01-17 13:05:00,0,Day,Day
T20150001252,2015-01-18 16:45:00,0,Day,Day
T20150001253,2015-01-18 12:47:00,0,Day,Day
T20150001254,2015-01-15 09:00:00,0,Day,Day
T20150001256,2015-01-18 18:09:00,0,Day,Day
T20150001261,2015-01-18 20:40:00,0,Dusk/Dawn,Others
T20150001262,2015-01-13 14:00:00,0,Day,Day
T20150001264,2015-08-01 10:50:00,0,Day,Day
T20150001266,2015-01-19 05:20:00,0,Dark Street lights unknown,Others
T20150001269,2015-10-01 09:15:00,0,Day,Day
T20150001270,2015-01-19 04:40:00,0,Dark No street lights,Dark Street no lights
T20150001272,2015-01-19 07:53:00,0,Day,Day
T20150001273,2015-01-19 07:10:00,0,Day,Day
T20150001275,2015-01-19 09:05:00,0,Day,Day
T20150001276,2015-01-16 17:45:00,0,Day,Day
T20150001278,2015-01-19 08:50:00,0,Day,Day
T20150001281,2015-01-18 15:00:00,0,Day,Day
T20150001286,2015-01-19 10:10:00,0,Day,Day
T20150001287,2015-04-01 13:45:00,0,Day,Day
T20150001288,2015-01-19 09:33:00,0,Day,Day
T20150001289,2015-05-01 12:45:00,0,Day,Day
T20150001292,2015-01-19 05:50:00,1,Dusk/Dawn,Others
T20150001294,2015-12-01 08:30:00,0,Day,Day
T20150001296,2015-01-19 11:45:00,0,Day,Day
T20150001300,2015-01-19 14:06:00,0,Day,Day
T20150001301,2015-01-19 13:28:00,0,Day,Day
T20150001302,2015-01-15 16:20:00,0,Day,Day
T20150001303,2015-01-19 08:20:00,0,Day,Day
T20150001306,2015-01-19 15:50:00,0,Day,Day
T20150001308,2015-05-01 17:24:00,0,Day,Day
T20150001309,2015-01-19 12:00:00,0,Day,Day
T20150001313,2015-01-19 14:32:00,0,Day,Day
T20150001315,2015-01-19 15:04:00,0,Day,Day
T20150001316,2015-01-13 17:00:00,0,Day,Day
T20150001317,2015-01-18 14:00:00,0,Day,Day
T20150001318,2015-12-01 12:30:00,0,Day,Day
T20150001319,2015-01-19 16:40:00,0,Day,Day
T20150001320,2015-01-19 17:45:00,0,Day,Day
T20150001321,2015-01-19 04:45:00,0,Dark No street lights,Dark Street no lights
T20150001323,2015-01-19 17:55:00,0,Day,Day
T20150001324,2015-05-01 13:40:00,0,Day,Day
T20150001325,2015-01-16 17:30:00,0,Day,Day
T20150001328,2015-01-16 19:50:00,0,Day,Day
T20150001330,2015-01-19 16:11:00,0,Day,Day
T20150001331,2015-01-19 17:57:00,0,Day,Day
T20150001333,2015-01-19 19:30:00,0,Dusk/Dawn,Others
T20150001338,2015-01-19 17:50:00,0,Day,Day
T20150001339,2015-01-18 10:30:00,0,Day,Day
T20150001340,2015-01-19 18:30:00,0,Day,Day
T20150001341,2015-01-19 16:25:00,0,Day,Day
T20150001342,2015-01-19 20:30:00,0,Dusk/Dawn,Others
T20150001343,2015-01-19 19:16:00,0,Dusk/Dawn,Others
T20150001345,2015-01-19 20:11:00,0,Dusk/Dawn,Others
T20150001346,2015-01-19 22:50:00,0,Dark Street lights on,Dark Street lights on
T20150001347,2015-01-13 16:50:00,0,Day,Day
T20150001349,2015-01-20 06:00:00,0,Dusk/Dawn,Others
T20150001353,2015-01-20 08:43:00,0,Day,Day
T20150001354,2015-01-20 07:40:00,0,Day,Day
T20150001358,2015-01-16 14:10:00,0,Day,Day
T20150001359,2015-01-20 10:00:00,0,Day,Day
T20150001360,2015-01-20 08:25:00,0,Day,Day
T20150001361,2015-01-20 06:45:00,0,Dusk/Dawn,Others
T20150001362,2015-01-20 08:30:00,0,Day,Day
T20150001365,2015-01-20 11:49:00,0,Day,Day
T20150001368,2015-01-17 15:15:00,0,Day,Day
T20150001369,2015-01-20 12:30:00,0,Day,Day
T20150001370,2015-01-20 13:20:00,0,Day,Day
T20150001371,2015-01-20 13:40:00,0,Day,Day
T20150001373,2015-01-20 12:25:00,0,Day,Day
T20150001374,2015-01-20 13:30:00,0,Day,Day
T20150001375,2015-01-19 10:45:00,0,Day,Day
T20150001377,2015-01-20 13:20:00,0,Day,Day
T20150001379,2015-01-18 12:35:00,0,Day,Day
T20150001380,2015-01-20 14:55:00,0,Day,Day
T20150001382,2015-01-20 13:35:00,0,Day,Day
T20150001383,2015-01-20 14:32:00,0,Day,Day
T20150001384,2015-01-20 15:33:00,0,Day,Day
T20150001385,2015-01-20 09:30:00,1,Day,Day
T20150001388,2015-01-20 16:00:00,0,Day,Day
T20150001389,2015-01-20 17:08:00,0,Day,Day
T20150001394,2015-01-20 17:50:00,0,Day,Day
T20150001395,2015-01-20 07:55:00,0,Day,Day
T20150001396,2015-01-20 16:40:00,0,Day,Day
T20150001399,2015-01-20 20:15:00,0,Dusk/Dawn,Others
T20150001403,2015-01-20 21:00:00,0,Dark No street lights,Dark Street no lights
T20150001405,2015-01-20 15:04:00,0,Day,Day
T20150001406,2015-01-20 17:45:00,0,Day,Day
T20150001408,2015-01-20 19:10:00,0,Dusk/Dawn,Others
T20150001409,2015-01-14 13:45:00,0,Day,Day
T20150001413,2015-01-21 01:48:00,0,Dark Street lights on,Dark Street lights on
T20150001414,2015-01-20 22:30:00,0,Dark No street lights,Dark Street no lights
T20150001416,2015-01-21 00:01:00,0,Dark Street lights on,Dark Street lights on
T20150001418,2015-01-20 18:05:00,0,Day,Day
T20150001420,2015-01-19 10:00:00,0,Day,Day
T20150001422,2015-01-21 07:55:00,0,Day,Day
T20150001423,2015-01-21 08:50:00,0,Day,Day
T20150001426,2015-01-21 10:30:00,0,Day,Day
T20150001427,2015-01-21 10:04:00,0,Day,Day
T20150001429,2015-06-01 18:00:00,0,Unknown,Others
T20150001434,2015-01-13 17:10:00,0,Day,Day
T20150001435,2015-01-21 10:30:00,0,Day,Day
T20150001437,2015-01-20 22:10:00,0,Dark Street lights on,Dark Street lights on
T20150001438,2015-07-01 14:30:00,0,Day,Day
T20150001439,2015-01-21 10:45:00,0,Day,Day
T20150001442,2015-01-21 13:10:00,0,Day,Day
T20150001444,2015-01-21 11:10:00,0,Day,Day
T20150001445,2015-01-13 16:00:00,0,Day,Day
T20150001446,2015-01-21 13:56:00,0,Day,Day
T20150001447,2015-01-21 11:45:00,0,Day,Day
T20150001450,2015-01-21 13:50:00,0,Day,Day
T20150001452,2015-01-21 06:40:00,0,Dusk/Dawn,Others
T20150001454,2015-01-21 16:01:00,0,Day,Day
T20150001455,2015-01-20 17:56:00,0,Day,Day
T20150001458,2015-01-21 16:15:00,0,Day,Day
T20150001460,2015-01-21 16:30:00,0,Day,Day
T20150001461,2015-01-21 13:50:00,0,Day,Day
T20150001462,2015-01-21 19:00:00,0,Dusk/Dawn,Others
T20150001463,2015-01-21 20:05:00,0,Dusk/Dawn,Others
T20150001465,2015-01-21 16:45:00,0,Day,Day
T20150001466,2015-01-20 19:20:00,0,Dusk/Dawn,Others
T20150001468,2015-01-21 18:18:00,0,Day,Day
T20150001469,2015-01-21 06:30:00,0,Day,Day
T20150001471,2015-01-21 23:00:00,0,Dark Street lights on,Dark Street lights on
T20150001475,2015-01-21 22:30:00,0,Dark No street lights,Dark Street no lights
T20150001477,2015-01-22 03:30:00,0,Dark Street lights on,Dark Street lights on
T20150001480,2015-01-19 15:30:00,0,Unknown,Others
T20150001482,2015-01-22 07:25:00,0,Day,Day
T20150001486,2015-01-22 07:40:00,0,Day,Day
T20150001489,2015-01-22 08:59:00,0,Day,Day
T20150001491,2015-01-22 07:36:00,0,Day,Day
T20150001492,2015-01-22 09:30:00,0,Day,Day
T20150001493,2015-01-22 09:24:00,0,Day,Day
T20150001495,2015-01-22 08:42:00,0,Day,Day
T20150001497,2015-01-22 09:31:00,0,Day,Day
T20150001499,2015-01-20 14:00:00,0,Day,Day
T20150001500,2015-01-22 09:50:00,0,Day,Day
T20150001501,2015-01-22 10:32:00,0,Day,Day
T20150001502,2015-01-22 11:33:00,0,Day,Day
T20150001504,2015-01-22 11:20:00,0,Day,Day
T20150001507,2015-01-22 09:30:00,0,Day,Day
T20150001509,2015-01-20 18:30:00,0,Dusk/Dawn,Others
T20150001510,2015-01-22 12:48:00,0,Day,Day
T20150001511,2015-01-20 19:04:00,0,Dusk/Dawn,Others
T20150001514,2015-01-22 08:06:00,0,Day,Day
T20150001516,2015-01-22 10:00:00,0,Day,Day
T20150001517,2015-01-22 15:22:00,0,Day,Day
T20150001519,2015-01-21 19:00:00,0,Dusk/Dawn,Others
T20150001521,2015-01-20 17:25:00,0,Day,Day
T20150001525,2015-01-22 16:40:00,0,Day,Day
T20150001526,2015-01-22 17:10:00,0,Day,Day
T20150001528,2015-01-22 15:45:00,0,Day,Day
T20150001533,2015-01-21 07:25:00,0,Day,Day
T20150001535,2015-01-22 11:35:00,0,Day,Day
T20150001536,2015-01-22 19:15:00,0,Dusk/Dawn,Others
T20150001538,2015-01-22 17:50:00,0,Day,Day
T20150001540,2015-01-22 19:00:00,0,Dusk/Dawn,Others
T20150001542,2015-01-22 20:20:00,0,Dusk/Dawn,Others
T20150001544,2015-01-22 18:20:00,0,Day,Day
T20150001549,2015-01-22 18:50:00,0,Day,Day
T20150001551,2015-01-22 06:00:00,0,Dusk/Dawn,Others
T20150001552,2015-10-01 16:10:00,0,Day,Day
T20150001554,2015-01-22 22:30:00,0,Dark Street lights on,Dark Street lights on
T20150001555,2015-01-22 18:42:00,0,Day,Day
T20150001557,2015-01-22 22:28:00,0,Dark Street lights on,Dark Street lights on
T20150001558,2015-01-23 02:07:00,0,Dark Street lights on,Dark Street lights on
T20150001560,2015-01-23 02:46:00,0,Dark No street lights,Dark Street no lights
T20150001561,2015-01-23 03:42:00,0,Dark Street lights on,Dark Street lights on
T20150001562,2015-09-01 20:30:00,0,Dark Street lights on,Dark Street lights on
T20150001564,2015-01-17 15:00:00,0,Day,Day
T20150001566,2015-01-22 12:25:00,0,Day,Day
T20150001567,2015-01-16 13:30:00,0,Day,Day
T20150001568,2015-01-23 08:30:00,0,Day,Day
T20150001570,2015-01-23 08:30:00,0,Day,Day
T20150001572,2015-01-23 08:50:00,0,Day,Day
T20150001573,2015-01-21 16:45:00,0,Day,Day
T20150001574,2015-01-23 10:00:00,0,Day,Day
T20150001575,2015-01-22 16:45:00,0,Day,Day
T20150001577,2015-01-23 06:20:00,0,Dusk/Dawn,Others
T20150001580,2015-01-21 22:10:00,0,Dark Street lights on,Dark Street lights on
T20150001581,2015-01-23 08:30:00,0,Day,Day
T20150001587,2015-01-17 11:00:00,0,Day,Day
T20150001588,2015-01-13 18:30:00,0,Day,Day
T20150001592,2015-01-23 12:20:00,0,Day,Day
T20150001593,2015-01-18 13:30:00,0,Day,Day
T20150001594,2015-01-22 13:30:00,0,Day,Day
T20150001595,2015-01-23 12:55:00,0,Day,Day
T20150001600,2015-01-22 23:00:00,0,Dark No street lights,Dark Street no lights
T20150001608,2015-01-23 15:10:00,0,Day,Day
T20150001610,2015-02-01 11:30:00,0,Day,Day
T20150001613,2015-01-23 14:25:00,0,Day,Day
T20150001614,2015-01-23 15:45:00,0,Day,Day
T20150001617,2015-01-23 17:39:00,0,Day,Day
T20150001618,2015-01-23 18:05:00,0,Day,Day
T20150001619,2015-01-23 15:43:00,0,Day,Day
T20150001620,2015-01-23 15:16:00,0,Day,Day
T20150001622,2015-01-23 16:12:00,0,Day,Day
T20150001623,2015-01-23 15:30:00,0,Day,Day
T20150001627,2015-01-23 18:05:00,0,Day,Day
T20150001629,2015-01-23 19:10:00,0,Dusk/Dawn,Others
T20150001632,2015-01-23 16:50:00,0,Day,Day
T20150001633,2015-01-23 05:10:00,0,Dark No street lights,Dark Street no lights
T20150001634,2015-01-23 20:20:00,0,Dark Street lights on,Dark Street lights on
T20150001636,2015-01-23 20:50:00,0,Dark Street lights on,Dark Street lights on
T20150001637,2015-01-21 15:00:00,0,Day,Day
T20150001638,2015-01-23 20:41:00,0,Dusk/Dawn,Others
T20150001639,2015-01-23 15:00:00,0,Day,Day
T20150001641,2015-12-01 08:25:00,0,Day,Day
T20150001642,2015-01-23 23:55:00,0,Dark No street lights,Dark Street no lights
T20150001647,2015-01-23 23:45:00,0,Dark Street lights on,Dark Street lights on
T20150001650,2015-01-24 02:30:00,0,Dark Street lights on,Dark Street lights on
T20150001651,2015-01-23 23:00:00,0,Dark Street lights on,Dark Street lights on
T20150001652,2015-01-24 00:30:00,0,Dark No street lights,Dark Street no lights
T20150001655,2015-01-24 04:50:00,0,Dark Street lights on,Dark Street lights on
T20150001657,2015-01-24 08:05:00,0,Day,Day
T20150001659,2015-01-24 07:20:00,0,Day,Day
T20150001665,2015-01-24 09:30:00,0,Day,Day
T20150001666,2015-01-24 11:40:00,0,Day,Day
T20150001668,2015-01-22 16:45:00,0,Day,Day
T20150001669,2015-01-24 08:45:00,0,Day,Day
T20150001670,2015-01-24 12:40:00,0,Day,Day
T20150001672,2015-01-24 12:50:00,0,Day,Day
T20150001674,2015-01-24 07:00:00,0,Day,Day
T20150001676,2015-01-24 06:42:00,0,Dusk/Dawn,Others
T20150001677,2015-01-24 13:40:00,0,Day,Day
T20150001680,2015-01-24 13:30:00,0,Day,Day
T20150001681,2015-01-24 12:30:00,0,Day,Day
T20150001682,2015-01-24 10:25:00,0,Day,Day
T20150001687,2015-02-01 10:00:00,0,Day,Day
T20150001688,2015-01-24 14:50:00,0,Day,Day
T20150001690,2015-01-24 16:00:00,0,Day,Day
T20150001691,2015-01-23 11:35:00,0,Day,Day
T20150001693,2015-01-24 15:09:00,0,Day,Day
T20150001695,2015-01-24 14:45:00,0,Day,Day
T20150001697,2015-01-24 01:30:00,0,Dark No street lights,Dark Street no lights
T20150001698,2015-01-24 16:45:00,0,Day,Day
T20150001702,2015-01-24 19:10:00,0,Dusk/Dawn,Others
T20150001704,2015-01-24 19:00:00,0,Dusk/Dawn,Others
T20150001708,2015-01-24 18:00:00,0,Day,Day
T20150001709,2015-01-24 15:15:00,0,Day,Day
T20150001710,2015-01-24 19:30:00,0,Dusk/Dawn,Others
T20150001712,2015-01-24 19:30:00,0,Dusk/Dawn,Others
T20150001713,2015-01-24 15:15:00,0,Day,Day
T20150001716,2015-01-24 19:25:00,0,Dusk/Dawn,Others
T20150001718,2015-01-25 01:00:00,0,Dark Street lights on,Dark Street lights on
T20150001719,2015-01-25 04:10:00,0,Dark No street lights,Dark Street no lights
T20150001723,2015-01-25 08:00:00,0,Day,Day
T20150001724,2015-01-25 08:45:00,0,Day,Day
T20150001727,2015-01-18 12:15:00,0,Day,Day
T20150001728,2015-01-25 08:48:00,0,Day,Day
T20150001729,2015-01-25 09:30:00,0,Day,Day
T20150001730,2015-01-25 11:25:00,0,Day,Day
T20150001733,2015-01-25 11:05:00,0,Day,Day
T20150001735,2015-01-25 12:40:00,0,Day,Day
T20150001739,2015-01-25 13:50:00,0,Day,Day
T20150001740,2015-01-25 13:40:00,0,Day,Day
T20150001741,2015-01-25 13:00:00,0,Day,Day
T20150001742,2015-01-25 13:45:00,0,Day,Day
T20150001743,2015-01-25 13:25:00,0,Day,Day
T20150001744,2015-01-25 13:52:00,0,Day,Day
T20150001745,2015-01-24 19:05:00,0,Dusk/Dawn,Others
T20150001746,2015-01-24 02:30:00,0,Dark No street lights,Dark Street no lights
T20150001749,2015-01-20 15:25:00,0,Day,Day
T20150001750,2015-01-25 12:06:00,0,Day,Day
T20150001751,2015-01-24 11:30:00,0,Day,Day
T20150001752,2015-01-15 18:00:00,0,Day,Day
T20150001753,2015-01-25 13:30:00,0,Day,Day
T20150001756,2015-01-25 16:30:00,0,Day,Day
T20150001757,2015-01-13 10:30:00,0,Day,Day
T20150001762,2015-01-25 19:15:00,0,Dusk/Dawn,Others
T20150001766,2015-01-25 22:30:00,0,Dark Street lights on,Dark Street lights on
T20150001767,2015-01-25 21:46:00,0,Dark Street lights on,Dark Street lights on
T20150001768,2015-01-25 20:30:00,0,Dusk/Dawn,Others
T20150001772,2015-01-25 22:45:00,0,Dark No street lights,Dark Street no lights
T20150001773,2015-01-25 22:10:00,0,Dark Street lights on,Dark Street lights on
T20150001775,2015-01-26 03:10:00,0,Dark Street lights on,Dark Street lights on
T20150001778,2015-01-25 19:37:00,0,Dark No street lights,Dark Street no lights
T20150001779,2015-01-26 02:15:00,0,Dark Street lights on,Dark Street lights on
T20150001782,2015-01-25 19:20:00,0,Dusk/Dawn,Others
T20150001783,2015-01-26 06:15:00,0,Dusk/Dawn,Others
T20150001788,2015-01-17 21:20:00,0,Dark Street lights on,Dark Street lights on
T20150001789,2015-01-26 08:30:00,0,Day,Day
T20150001791,2015-01-17 08:15:00,0,Day,Day
T20150001792,2015-01-26 09:00:00,0,Day,Day
T20150001794,2015-01-24 19:25:00,0,Dusk/Dawn,Others
T20150001798,2015-01-26 12:30:00,0,Day,Day
T20150001799,2015-01-26 11:45:00,0,Day,Day
T20150001802,2015-01-26 11:25:00,0,Day,Day
T20150001803,2015-01-26 12:45:00,0,Day,Day
T20150001804,2015-01-26 10:20:00,0,Day,Day
T20150001805,2015-01-26 12:20:00,0,Day,Day
T20150001807,2015-01-26 15:00:00,0,Day,Day
T20150001812,2015-01-26 15:00:00,0,Day,Day
T20150001814,2015-01-26 06:35:00,0,Dusk/Dawn,Others
T20150001816,2015-01-26 12:40:00,1,Day,Day
T20150001817,2015-01-26 11:42:00,0,Day,Day
